Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2019,08,25,11:39:24,35.9118,-117.7118,7.2,0.1,"CENTRAL CALIFORNIA",1566733164
2019,08,25,07:06:51,35.8803,-117.6833,4.2,0,"CENTRAL CALIFORNIA",1566716811
2019,08,24,21:21:26,37.1627,-116.1202,9.5,0.1,"SOUTHERN NEVADA",1566681686
2019,08,24,18:35:57,35.843,-117.6557,7,0.1,"CENTRAL CALIFORNIA",1566671757
2019,08,24,15:05:28,35.5875,-117.4967,8.3,0.1,"CENTRAL CALIFORNIA",1566659128
2019,08,24,10:08:51,35.8903,-117.7,6.7,0.1,"CENTRAL CALIFORNIA",1566641331
2019,08,23,20:17:49,38.167,-117.9008,11.9,0.1,"NEVADA",1566591469
2019,08,23,12:03:25,35.8902,-117.6983,8.6,0,"CENTRAL CALIFORNIA",1566561805
2019,08,23,05:23:11,35.8903,-117.6808,4,0.1,"CENTRAL CALIFORNIA",1566537791
2019,08,22,15:21:22,35.6313,-117.4495,10.6,0.1,"CENTRAL CALIFORNIA",1566487282
2019,08,22,10:29:11,35.7612,-117.5575,4.8,0.1,"CENTRAL CALIFORNIA",1566469751
2019,08,22,08:16:08,33.5932,-116.8127,8.8,0.1,"SOUTHERN CALIFORNIA",1566461768
2019,08,22,08:12:05,35.8802,-117.687,8.2,0.1,"CENTRAL CALIFORNIA",1566461525
2019,08,21,11:31:08,33.5333,-116.7262,4.5,0,"SOUTHERN CALIFORNIA",1566387068
2019,08,21,01:14:04,58.3535,-154.718,0.6,0,"ALASKA PENINSULA",1566350044
2019,08,21,00:06:14,58.3405,-154.6997,0.6,0,"ALASKA PENINSULA",1566345974
2019,08,20,23:22:28,58.3243,-154.6755,4.4,0,"ALASKA PENINSULA",1566343348
2019,08,20,23:15:09,58.3632,-154.7215,4.1,0.1,"ALASKA PENINSULA",1566342909
2019,08,20,07:25:31,53.8658,-167.019,9.6,0.1,"FOX ISLANDS, ALEUTIAN ISLANDS",1566285931
2019,08,20,04:12:53,37.637,-118.9468,5.7,0.1,"CALIFORNIA-NEVADA BORDER REGION",1566274373
2019,08,19,17:25:27,37.5702,-118.8453,2,0.1,"CALIFORNIA-NEVADA BORDER REGION",1566235527
2019,08,19,07:43:36,33.6165,-116.7227,5.8,0.1,"SOUTHERN CALIFORNIA",1566200616
2019,08,19,07:23:41,35.882,-117.6733,5.6,0,"CENTRAL CALIFORNIA",1566199421
2019,08,19,02:19:48,38.82,-122.766,1.4,0.1,"NORTHERN CALIFORNIA",1566181188
2019,08,19,01:15:21,36.5388,-98.9758,7.8,0.1,"OKLAHOMA",1566177321
2019,08,18,18:36:31,51.9458,-177.1185,4,0,"ANDREANOF ISLANDS, ALEUTIAN IS.",1566153391
2019,08,18,08:05:13,37.6457,-118.9595,4.1,0.1,"CALIFORNIA-NEVADA BORDER REGION",1566115513
2019,08,18,06:43:52,38.7935,-122.7282,1.8,0.1,"NORTHERN CALIFORNIA",1566110632
2019,08,18,06:34:48,38.7512,-122.7522,2.2,0.1,"NORTHERN CALIFORNIA",1566110088
2019,08,17,17:50:52,58.4337,-154.8703,3.9,0,"ALASKA PENINSULA",1566064252
2019,08,17,09:11:03,36.5248,-98.9815,7,0.1,"OKLAHOMA",1566033063
2019,08,17,08:32:30,46.852,-121.7605,2,0.1,"WASHINGTON",1566030750
2019,08,17,01:26:21,53.8888,-166.9798,14.6,0.1,"FOX ISLANDS, ALEUTIAN ISLANDS",1566005181
2019,08,16,04:28:16,61.42,-152.31,3.5,0,"SOUTHERN ALASKA",1565929696
2019,08,15,20:05:38,60.0322,-153.0818,-2.5,0,"SOUTHERN ALASKA",1565899538
2019,08,15,14:48:00,46.9165,-121.8128,4.8,0,"WASHINGTON",1565880480
2019,08,15,10:14:09,33.5133,-116.7988,4.7,0.1,"SOUTHERN CALIFORNIA",1565864049
2019,08,15,09:56:20,37.608,-118.8465,0.1,0,"CALIFORNIA-NEVADA BORDER REGION",1565862980
2019,08,14,12:17:53,35.8162,-117.6322,8.5,0,"CENTRAL CALIFORNIA",1565785073
2019,08,14,00:55:41,58.1778,-155.3468,1.3,0.1,"ALASKA PENINSULA",1565744141
2019,08,13,07:48:57,35.9545,-120.4977,3.5,0,"CENTRAL CALIFORNIA",1565682537
2019,08,13,05:53:33,37.6307,-118.9015,-0.1,0,"CALIFORNIA-NEVADA BORDER REGION",1565675613
2019,08,13,04:54:01,60.0262,-153.0917,-1.3,0.1,"SOUTHERN ALASKA",1565672041
2019,08,12,16:56:19,35.6457,-117.457,3.2,0,"CENTRAL CALIFORNIA",1565628979
2019,08,12,16:52:17,35.9558,-117.4008,3.9,0,"CENTRAL CALIFORNIA",1565628737
2019,08,12,11:39:19,36.0615,-117.8483,2.7,0.1,"CALIFORNIA-NEVADA BORDER REGION",1565609959
2019,08,12,00:05:35,37.639,-118.9363,4.1,0,"CALIFORNIA-NEVADA BORDER REGION",1565568335
2019,08,11,20:50:43,37.6383,-118.9433,4.5,0,"CALIFORNIA-NEVADA BORDER REGION",1565556643
2019,08,11,08:23:30,60.0255,-153.0918,-2.8,0.1,"SOUTHERN ALASKA",1565511810
2019,08,11,07:29:55,44.7325,-111.1472,7.8,0.1,"HEBGEN LAKE REGION",1565508595
