Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
1970,01,02,21:27:39,30.4,134.2,33,3.8,"SOUTHEAST OF SHIKOKU, JAPAN",163659
1970,01,02,20:01:02,32.5,76,96,4.1,"KASHMIR-INDIA BORDER REGION",158462
1970,01,02,19:45:18,44.82,17.14,49,4.1,"NORTHWESTERN BALKAN REGION",157518
1970,01,02,18:35:38,-21.3,-70.4,100,3.9,"NEAR COAST OF NORTHERN CHILE",153338
1970,01,02,18:27:35,37.2,23.9,0,2.5,"SOUTHERN GREECE",152855
1970,01,02,17:14:27,30.4,134.2,33,3.8,"SOUTHEAST OF SHIKOKU, JAPAN",148467
1970,01,02,12:25:04,-20.92,168.5,0,3.5,"LOYALTY ISLANDS",131104
1970,01,02,11:50:34,16.6,-100,33,4.3,"NEAR COAST OF GUERRERO, MEXICO",129034
1970,01,02,10:37:41,-56.01,-27.8,124,4.9,"SOUTH SANDWICH ISLANDS REGION",124661
1970,01,02,10:12:21,45.4,149.7,55,4,"KURIL ISLANDS",123141
1970,01,02,09:52:23,14.7,-93.2,33,4.4,"NEAR COAST OF CHIAPAS, MEXICO",121943
1970,01,02,09:12:28,-20.87,169.3,0,3.5,"VANUATU ISLANDS",119548
1970,01,02,08:01:41,15.89,-59.48,16,4.3,"LEEWARD ISLANDS",115301
1970,01,02,07:38:00,15.84,-59.48,13,4.5,"LEEWARD ISLANDS",113880
1970,01,02,07:31:37,45.5,26.35,133,4.7,"ROMANIA",113497
1970,01,02,07:07:08,-26.3,27.8,0,3,"SOUTH AFRICA",112028
1970,01,02,06:43:24,-16.5,177.4,33,4.7,"FIJI ISLANDS",110604
1970,01,02,06:38:30,-5.41,152.18,55,4.6,"NEW BRITAIN REGION, P.N.G.",110310
1970,01,02,05:18:58,4.59,124.9,64,4.9,"CELEBES SEA",105538
1970,01,02,04:22:18,-4.63,154.34,423,4.4,"SOLOMON ISLANDS",102138
1970,01,02,04:20:06,-13,33.8,33,4.1,"MALAWI",102006
1970,01,02,02:54:58,16.18,-59.6,17,4.6,"LEEWARD ISLANDS",96898
1970,01,02,01:29:24,56.3,163.2,33,4.2,"NEAR EAST COAST OF KAMCHATKA",91764
1970,01,02,01:19:45,16.12,-59.66,21,5,"LEEWARD ISLANDS",91185
1970,01,02,01:00:59,28.48,129.36,32,4.9,"RYUKYU ISLANDS, JAPAN",90059
1970,01,01,23:43:56,-17,-178,33,3.8,"FIJI ISLANDS REGION",85436
1970,01,01,22:42:09,-36,-108.5,33,4.1,"SOUTHERN EAST PACIFIC RISE",81729
1970,01,01,22:09:29,-4.06,154.02,404,5.1,"SOLOMON ISLANDS",79769
1970,01,01,21:30:57,-18.76,-177.46,334,4.6,"FIJI ISLANDS REGION",77457
1970,01,01,20:57:48,36.73,-121.42,13,3.2,"CENTRAL CALIFORNIA",75468
1970,01,01,19:50:00,37.6,-118.67,8,3.2,"CALIFORNIA-NEVADA BORDER REGION",71400
1970,01,01,19:49:23,37.56,-118.77,8,3.8,"CALIFORNIA-NEVADA BORDER REGION",71363
1970,01,01,18:49:47,15.8,-60,68,4.4,"LEEWARD ISLANDS",67787
1970,01,01,18:45:42,15.98,-59.76,26,4.9,"LEEWARD ISLANDS",67542
1970,01,01,18:36:08,-29.56,-177.33,33,5.5,"KERMADEC ISLANDS, NEW ZEALAND",66968
1970,01,01,18:12:02,16.04,-59.71,13,4.7,"LEEWARD ISLANDS",65522
1970,01,01,17:11:00,-29.57,-177.33,43,5.3,"KERMADEC ISLANDS, NEW ZEALAND",61860
1970,01,01,16:56:45,-19.9,-179.5,33,4.3,"FIJI ISLANDS REGION",61005
1970,01,01,16:38:26,-16.03,178.31,33,4.7,"FIJI ISLANDS",59906
1970,01,01,15:26:35,9,-83.3,33,3.6,"COSTA RICA",55595
1970,01,01,15:09:40,-43.11,-82.6,81,4.5,"WEST CHILE RISE",54580
1970,01,01,14:35:23,-26.17,28.18,33,4.9,"SOUTH AFRICA",52523
1970,01,01,14:18:36,42,36.9,33,3.7,"BLACK SEA",51516
1970,01,01,12:47:14,16,-59.3,33,4.3,"LEEWARD ISLANDS",46034
1970,01,01,12:39:28,-21.1,169.01,0,4.3,"SOUTHEAST OF LOYALTY ISLANDS",45568
1970,01,01,12:33:03,-20.5,169.25,0,3.4,"VANUATU ISLANDS",45183
1970,01,01,11:21:05,9.19,-69.76,34,4,"VENEZUELA",40865
1970,01,01,10:48:41,58.8,-33.5,33,4.2,"REYKJANES RIDGE",38921
1970,01,01,10:41:24,29.18,129.03,33,4.6,"RYUKYU ISLANDS, JAPAN",38484
1970,01,01,10:25:30,-23.4,-64.6,33,4.3,"JUJUY PROVINCE, ARGENTINA",37530
1970,01,01,10:12:44,15.7,-59.6,43,5.2,"LEEWARD ISLANDS",36764
1970,01,01,10:09:28,-21.04,168.89,36,4.7,"LOYALTY ISLANDS",36568
1970,01,01,09:54:00,45.87,154.36,34,5.3,"EAST OF KURIL ISLANDS",35640
1970,01,01,09:35:11,35.49,70.8,198,4.6,"HINDU KUSH REGION, AFGHANISTAN",34511
1970,01,01,09:22:51,-10.1,174.3,33,4,"NORTH OF FIJI ISLANDS",33771
1970,01,01,08:17:42,35.6,71.4,223,4.1,"PAKISTAN",29862
1970,01,01,08:07:53,15.83,-60.6,95,4,"LEEWARD ISLANDS",29273
1970,01,01,07:25:25,-9.9,178.3,33,4.2,"TUVALU REGION",26725
1970,01,01,06:11:50,16.13,-59.71,30,3.9,"LEEWARD ISLANDS",22310
1970,01,01,06:08:56,-7.5,-81.1,33,3.9,"OFF COAST OF NORTHERN PERU",22136
1970,01,01,06:02:24,16.15,-59.67,32,5.2,"LEEWARD ISLANDS",21744
1970,01,01,05:33:02,43.1,145.7,45,3.8,"HOKKAIDO, JAPAN REGION",19982
1970,01,01,05:26:51,16.17,-59.69,29,4.9,"LEEWARD ISLANDS",19611
1970,01,01,04:44:42,-29.4,-90.6,33,4.1,"SOUTHEAST CENTRAL PACIFIC OCEAN",17082
1970,01,01,03:31:30,-16.2,177.02,33,4.9,"FIJI ISLANDS",12690
1970,01,01,03:29:30,-4.9,102.83,170,4.9,"SOUTHERN SUMATRA, INDONESIA",12570
1970,01,01,01:49:56,28.53,129.39,49,5.1,"RYUKYU ISLANDS, JAPAN",6596
1970,01,01,01:43:48,8.54,-83.35,33,5.3,"COSTA RICA",6228
1970,01,01,01:36:17,-19.25,169,0,3.5,"VANUATU ISLANDS",5777
1970,01,01,01:19:30,15.9,-60.8,88,4.2,"LEEWARD ISLANDS",4770
